Date,Open,High,Low,Close,P/E,P/B,Div Yield %,MA50,MA200
2013-08-30,5407.45,5493.3,5360.2,5471.8,15.77,2.71,1.54,5715.128,5836.3785
2013-09-02,5480.25,5564.9,5478.85,5550.7,16.0,2.75,1.52,5713.024,5835.7975
2013-09-03,5574.7,5580.95,5323.75,5341.4,15.4,2.65,1.58,5706.499999999999,5834.349499999999
2013-09-04,5358.65,5460.25,5318.9,5448.1,15.7,2.7,1.55,5703.658,5833.72
2013-09-05,5553.75,5625.75,5552.7,5592.9,16.12,2.77,1.51,5703.333999999999,5833.8275
2013-09-06,5617.45,5688.6,5566.15,5680.4,16.37,2.81,1.48,5705.168000000001,5834.371999999999
2013-09-10,5738.5,5904.85,5738.2,5896.7,17.14,2.95,1.42,5709.456,5835.7815
2013-09-11,5887.25,5924.35,5832.7,5913.1,17.19,2.96,1.41,5710.873999999999,5837.2085
2013-09-12,5931.15,5932.0,5815.8,5850.7,17.0,2.89,1.44,5709.911999999999,5838.328999999999
2013-09-13,5828.0,5884.3,5822.9,5850.6,17.0,2.87,1.44,5709.773999999999,5839.4025
2013-09-16,5930.3,5957.25,5798.15,5840.5,16.98,2.85,1.45,5711.166,5839.968000000001
2013-09-17,5824.2,5857.8,5804.9,5850.2,17.0,2.84,1.45,5711.432,5840.094
2013-09-18,5872.75,5916.9,5840.2,5899.4,17.15,2.86,1.49,5712.062000000001,5840.192000000001
2013-09-19,6044.15,6142.5,6040.15,6115.5,17.77,2.95,1.42,5718.142000000001,5841.415
2013-09-20,6104.55,6130.95,5932.85,6012.1,17.47,2.88,1.47,5721.204000000001,5842.0295
2013-09-23,5945.8,5989.4,5871.4,5889.7,17.12,2.82,1.5,5722.664000000001,5841.9755
2013-09-24,5855.0,5938.4,5854.55,5892.4,17.13,2.79,1.51,5721.81,5841.783
2013-09-25,5901.55,5910.55,5811.1,5873.8,17.07,2.79,1.55,5719.106,5841.615
2013-09-26,5872.8,5917.65,5864.1,5882.2,17.1,2.79,1.55,5716.134,5841.4815
2013-09-27,5905.55,5909.2,5819.3,5833.2,17.11,2.82,1.56,5713.6939999999995,5841.153499999999
2013-09-30,5801.05,5810.2,5718.5,5735.3,16.82,2.77,1.56,5708.934,5840.39
2013-10-01,5756.1,5786.45,5700.95,5780.0,16.95,2.78,1.56,5703.774,5840.0325
2013-10-03,5819.1,5917.6,5802.7,5909.7,17.33,2.82,1.54,5701.383999999999,5840.183000000001
2013-10-04,5891.3,5950.45,5885.0,5907.3,17.32,2.81,1.56,5698.894,5840.43
2013-10-07,5889.05,5912.0,5825.85,5906.1,17.32,2.81,1.56,5695.46,5840.476499999999
2013-10-08,5975.0,5981.7,5913.0,5928.4,17.38,2.82,1.56,5694.218000000001,5840.4705
2013-10-09,5893.25,6015.5,5877.1,6007.4,17.62,2.86,1.54,5696.215999999999,5840.925499999999
2013-10-10,6001.05,6033.95,5979.8,6020.9,17.66,2.86,1.53,5698.91,5841.7915
2013-10-11,6104.85,6107.6,6046.4,6096.2,17.88,2.9,1.52,5704.202000000001,5842.994000000001
2013-10-14,6093.0,6124.1,6082.9,6112.7,17.94,2.91,1.51,5711.356,5844.0295
2013-10-15,6147.55,6156.3,6056.55,6089.0,17.85,2.9,1.52,5718.295999999999,5845.124
2013-10-17,6098.5,6110.75,6032.55,6045.8,17.63,2.88,1.53,5724.656000000001,5845.8115
2013-10-18,6070.9,6201.45,6070.9,6189.3,18.02,2.95,1.49,5734.884,5847.2325
2013-10-21,6202.0,6218.95,6163.3,6204.9,18.07,2.96,1.49,5745.273999999999,5848.503000000001
2013-10-22,6192.3,6220.1,6181.8,6202.8,18.01,2.95,1.49,5758.486000000001,5849.5509999999995
2013-10-23,6209.55,6217.95,6116.6,6178.3,17.83,2.93,1.49,5771.67,5850.395
2013-10-24,6162.8,6252.45,6142.95,6164.3,17.79,2.93,1.5,5783.644,5851.1359999999995
2013-10-25,6154.0,6174.75,6125.95,6144.9,17.73,2.92,1.5,5794.294,5851.9185
2013-10-28,6155.1,6168.75,6094.1,6101.1,17.61,2.9,1.51,5802.33,5852.415499999999
2013-10-29,6107.55,6228.05,6079.2,6220.9,17.95,2.95,1.48,5811.902000000001,5853.6625
2013-10-30,6230.8,6269.2,6222.6,6251.7,18.04,2.97,1.47,5826.78,5855.078
2013-10-31,6237.15,6309.05,6235.9,6299.1,18.18,2.99,1.46,5844.468000000001,5856.817000000001
2013-11-01,6289.75,6332.6,6286.95,6307.2,18.2,3.0,1.46,5862.584,5858.233
2013-11-03,6332.05,6342.95,6311.15,6317.3,18.23,3.0,1.46,5882.88,5859.5365
2013-11-05,6282.15,6304.75,6244.3,6253.1,18.06,2.97,1.47,5899.774,5860.793
2013-11-06,6260.55,6269.7,6208.7,6215.1,17.92,2.95,1.48,5914.642000000001,5861.6725
2013-11-07,6228.9,6288.95,6180.8,6187.2,17.78,2.94,1.49,5928.856,5862.2865
2013-11-08,6170.15,6185.15,6120.95,6140.7,17.65,2.92,1.5,5945.922,5862.5785
2013-11-11,6110.4,6141.65,6067.75,6078.8,17.48,2.89,1.52,5961.797999999999,5862.73
2013-11-12,6087.25,6108.7,6011.75,6018.0,17.31,2.86,1.53,5973.977999999999,5862.5485
2013-11-13,5998.85,6042.25,5972.45,5989.6,17.23,2.85,1.54,5984.334,5862.4
2013-11-14,6037.0,6101.65,6036.65,6056.1,17.42,2.88,1.52,5994.441999999999,5862.3075
2013-11-18,6111.05,6196.8,6110.4,6189.0,17.76,2.95,1.49,6011.394,5862.8785
2013-11-19,6197.25,6212.4,6180.2,6203.3,17.85,2.95,1.49,6026.498,5863.6455000000005
2013-11-20,6186.85,6204.35,6106.95,6122.9,17.61,2.91,1.51,6037.098000000001,5863.981499999999
2013-11-21,6096.5,6097.35,5985.4,5999.0,17.26,2.85,1.54,6043.47,5863.802999999999
2013-11-22,6027.35,6049.6,5972.8,5995.4,17.71,2.85,1.55,6045.444,5863.785500000001
2013-11-25,6035.95,6123.5,6035.95,6115.3,18.06,2.9,1.52,6049.488,5864.426000000001
2013-11-26,6099.25,6112.7,6047.75,6059.1,17.94,2.88,1.53,6053.656,5864.937
2013-11-27,6062.7,6074.0,6030.3,6057.1,18.03,2.88,1.54,6057.786000000001,5865.4265000000005
2013-11-28,6092.0,6112.95,6068.3,6091.8,18.13,2.89,1.53,6062.812000000001,5866.1915
2013-11-29,6103.9,6182.5,6103.8,6176.1,18.38,2.93,1.51,6069.33,5867.554499999999
2013-12-02,6171.15,6228.7,6171.15,6217.8,18.51,2.95,1.5,6075.697999999999,5869.1545
2013-12-03,6204.25,6225.4,6191.4,6201.8,18.46,2.94,1.51,6077.424,5870.5509999999995
2013-12-04,6187.95,6209.15,6149.9,6160.9,18.34,2.92,1.52,6080.4,5871.691
2013-12-05,6262.45,6300.55,6232.0,6241.1,18.58,2.96,1.5,6087.428000000001,5873.412
2013-12-06,6234.4,6275.35,6230.75,6259.9,18.58,2.97,1.49,6094.777999999999,5875.2744999999995
2013-12-09,6415.0,6415.25,6345.0,6363.9,18.9,3.02,1.47,6104.58,5877.603
2013-12-10,6354.7,6362.25,6307.55,6332.8,18.8,3.01,1.47,6113.592,5879.568499999999
2013-12-11,6307.2,6326.6,6280.25,6307.9,18.73,3.0,1.48,6123.086000000001,5881.393
2013-12-12,6276.75,6286.85,6230.55,6237.0,18.52,2.96,1.5,6133.12,5883.317000000001
2013-12-13,6201.3,6208.6,6161.4,6168.4,18.32,2.93,1.51,6140.887999999999,5884.9075
2013-12-16,6168.35,6183.25,6146.05,6154.7,18.27,2.92,1.52,6145.7880000000005,5886.4075
2013-12-17,6178.2,6190.55,6133.0,6139.0,18.23,2.91,1.52,6150.422,5888.295999999999
2013-12-18,6129.95,6236.0,6129.95,6217.1,18.46,2.95,1.5,6156.642,5890.397
2013-12-19,6253.9,6263.75,6150.7,6166.6,18.31,2.93,1.51,6161.406,5892.765
2013-12-20,6179.95,6284.5,6170.35,6274.2,18.63,2.98,1.49,6166.742000000001,5895.5375
2013-12-23,6267.2,6317.5,6266.95,6284.5,18.66,2.98,1.49,6172.014,5898.4675
2013-12-24,6296.45,6301.5,6262.0,6268.4,18.61,2.98,1.49,6175.458,5900.8885
2013-12-26,6270.1,6302.75,6259.45,6278.9,18.64,2.98,1.49,6178.782000000001,5903.19
2013-12-27,6292.8,6324.9,6289.4,6313.8,18.75,3.0,1.48,6183.278,5905.4425
2013-12-30,6336.4,6344.05,6273.15,6291.1,18.66,2.99,1.49,6188.183999999999,5907.1695
2013-12-31,6307.35,6317.3,6287.3,6304.0,18.7,2.99,1.48,6190.477999999999,5908.978
2014-01-01,6323.8,6327.2,6298.25,6301.6,18.69,2.99,1.49,6192.412,5910.9155
2014-01-02,6301.25,6358.3,6211.3,6221.1,18.46,2.95,1.5,6192.777999999999,5912.765
2014-01-03,6194.55,6221.7,6171.25,6211.1,18.43,2.95,1.51,6193.434,5914.276
2014-01-06,6220.85,6224.7,6170.25,6191.4,18.37,2.94,1.51,6193.976,5915.87
2014-01-07,6203.9,6221.5,6144.75,6162.2,18.28,2.92,1.52,6194.321999999999,5917.505
2014-01-08,6178.05,6192.1,6160.35,6174.6,18.32,2.93,1.52,6195.7919999999995,5919.648499999999
2014-01-09,6181.7,6188.05,6148.25,6168.3,18.3,2.93,1.52,6194.74,5922.018
2014-01-10,6178.85,6239.1,6139.6,6171.4,18.24,2.93,1.52,6193.134,5924.5815
2014-01-13,6189.55,6288.2,6189.55,6272.7,18.55,2.98,1.49,6192.606,5927.6885
2014-01-14,6260.25,6280.35,6234.15,6241.8,18.44,2.96,1.5,6191.297999999999,5930.7285
2014-01-15,6265.95,6325.2,6265.3,6320.9,18.68,3.0,1.48,6191.37,5934.125
2014-01-16,6341.35,6346.5,6299.85,6318.9,18.63,3.0,1.48,6192.686,5937.307
2014-01-17,6306.25,6327.1,6246.35,6261.6,18.45,2.97,1.5,6193.616,5940.093000000001
2014-01-20,6261.75,6307.45,6243.35,6303.9,18.35,2.99,1.49,6195.95,5942.871999999999
2014-01-21,6320.15,6330.3,6297.9,6313.8,18.38,2.99,1.48,6199.412,5946.0765
2014-01-22,6309.05,6349.95,6287.45,6338.9,18.45,3.0,1.48,6204.6140000000005,5949.8975
2014-01-23,6325.95,6355.6,6316.4,6345.6,18.49,3.0,1.48,6211.166000000001,5953.8595000000005
2014-01-24,6301.65,6331.45,6263.9,6266.7,18.25,2.97,1.49,6216.708,5957.4785
2014-01-27,6186.3,6188.55,6130.25,6135.8,17.85,2.9,1.53,6218.302000000001,5960.682000000001
2014-01-28,6131.85,6163.6,6085.95,6126.2,17.82,2.9,1.53,6217.045999999999,5963.519499999999
2014-01-29,6161.0,6170.45,6109.8,6120.2,17.79,2.9,1.53,6215.384,5966.1505
2014-01-30,6067.0,6082.85,6027.25,6073.7,17.65,2.87,1.54,6214.4,5968.876499999999
2014-01-31,6082.75,6097.85,6067.35,6089.5,17.7,2.88,1.54,6216.21,5971.482
2014-02-03,6058.8,6074.85,5994.45,6001.8,17.34,2.84,1.56,6216.338,5973.0465
2014-02-04,5947.6,6017.8,5933.3,6000.9,17.35,2.84,1.56,6214.05,5974.6075
2014-02-05,6004.25,6028.05,5962.05,6022.4,17.41,2.85,1.56,6213.316,5975.804
2014-02-06,6028.35,6048.35,5965.4,6036.3,17.16,2.86,1.55,6212.9,5976.8135
2014-02-07,6077.65,6079.95,6030.9,6063.2,17.25,2.87,1.54,6212.3279999999995,5977.945
2014-02-10,6072.8,6083.05,6046.4,6053.4,17.24,2.87,1.55,6209.874,5978.630499999999
2014-02-11,6072.45,6081.85,6053.25,6062.7,17.26,2.87,1.54,6206.772000000001,5979.587
2014-02-12,6085.35,6106.6,6077.4,6084.0,17.32,2.88,1.54,6204.416,5980.4865
2014-02-13,6087.55,6094.4,5991.1,6001.1,17.09,2.84,1.56,6201.22,5980.840999999999
2014-02-14,6023.75,6056.4,5984.6,6048.3,17.22,2.87,1.55,6197.363999999999,5981.085999999999
2014-02-17,6057.1,6080.65,6038.3,6073.3,17.28,2.87,1.54,6193.6320000000005,5981.7325
2014-02-18,6071.3,6141.7,6066.8,6127.1,17.59,2.9,1.53,6188.896,5982.512999999999
2014-02-19,6132.05,6160.35,6125.75,6152.7,17.59,2.91,1.52,6185.294,5983.059
2014-02-20,6127.15,6129.1,6086.45,6091.4,17.42,2.88,1.54,6180.963999999999,5983.1695
2014-02-21,6108.3,6159.65,6108.0,6155.4,17.33,2.91,1.52,6179.331999999999,5983.696
2014-02-24,6140.95,6191.85,6130.8,6186.1,17.42,2.93,1.51,6179.686,5984.153
2014-02-25,6205.7,6216.85,6176.6,6200.0,17.46,2.93,1.51,6180.592,5984.616999999999
2014-02-26,6202.45,6245.95,6202.1,6238.8,17.57,2.95,1.5,6182.588000000001,5985.909000000001
2014-02-28,6228.45,6282.7,6228.1,6276.9,17.67,2.97,1.49,6183.784000000001,5987.3165
2014-03-03,6264.35,6277.75,6212.25,6221.4,17.52,2.94,1.5,6184.88,5987.69
2014-03-04,6216.75,6302.15,6215.7,6297.9,17.73,2.98,1.49,6185.353999999999,5988.33
2014-03-05,6328.45,6336.25,6287.8,6328.6,17.82,2.99,1.48,6186.236,5989.0365
2014-03-06,6344.75,6406.6,6339.7,6401.1,18.02,3.03,1.46,6188.89,5990.2575
2014-03-07,6413.95,6537.8,6413.55,6526.6,18.38,3.09,1.43,6193.844,5992.32
2014-03-10,6491.7,6562.2,6487.35,6537.2,18.41,3.09,1.43,6198.312,5994.5335
2014-03-11,6537.35,6562.85,6494.25,6511.9,18.34,3.08,1.44,6202.728,5997.257999999999
2014-03-12,6497.5,6546.15,6487.3,6516.9,18.35,3.08,1.44,6206.986000000001,5999.925
2014-03-13,6491.75,6561.45,6476.65,6493.1,18.28,3.07,1.44,6210.816,6001.975
2014-03-14,6447.25,6518.45,6432.7,6504.2,18.31,3.08,1.44,6216.478,6003.94
2014-03-18,6532.45,6574.95,6497.65,6516.6,18.35,3.08,1.44,6222.588,6006.0015
2014-03-19,6530.0,6541.2,6506.0,6524.0,18.38,3.09,1.43,6229.24,6008.0015
2014-03-20,6508.35,6523.65,6473.25,6483.1,18.26,3.07,1.44,6235.658,6010.4875
2014-03-21,6515.2,6522.9,6485.7,6493.2,18.29,3.07,1.44,6242.03,6013.257
2014-03-22,6497.8,6502.65,6481.35,6494.9,18.29,3.07,1.44,6248.562,6016.134499999999
2014-03-24,6510.5,6591.5,6510.5,6583.5,18.54,3.12,1.42,6256.804,6019.432999999999
2014-03-25,6550.1,6595.55,6544.85,6589.7,18.56,3.12,1.42,6263.144,6022.7745
2014-03-26,6615.65,6627.45,6580.6,6601.4,18.59,3.12,1.42,6270.335999999999,6026.3765
2014-03-27,6613.1,6673.95,6599.5,6641.7,18.71,3.14,1.41,6276.7519999999995,6030.195
2014-03-28,6673.05,6702.6,6643.8,6695.9,18.84,3.23,1.37,6284.292,6034.730500000001
2014-03-31,6723.15,6730.05,6662.4,6704.2,18.86,3.23,1.37,6293.144,6039.450500000001
2014-04-01,6729.5,6732.25,6675.45,6721.0,18.91,3.24,1.37,6301.486000000001,6044.56
2014-04-02,6757.6,6763.5,6723.6,6752.5,19.0,3.26,1.36,6310.26,6049.280500000001
2014-04-03,6772.05,6776.75,6696.9,6736.1,18.95,3.25,1.37,6318.204000000001,6053.710999999999
2014-04-04,6741.85,6741.85,6685.15,6694.3,18.84,3.23,1.37,6325.177999999999,6058.1145
2014-04-07,6694.25,6725.15,6650.4,6695.0,18.84,3.23,1.37,6333.744000000001,6062.4785
2014-04-09,6722.0,6808.7,6705.1,6796.2,19.12,3.28,1.35,6346.951999999999,6068.18
2014-04-10,6803.05,6819.05,6777.3,6796.4,19.12,3.28,1.35,6360.356000000001,6073.8240000000005
2014-04-11,6758.35,6789.35,6743.15,6776.3,19.07,3.27,1.36,6373.478,6079.754500000001
2014-04-15,6792.7,6813.4,6711.75,6733.1,18.95,3.25,1.37,6386.666,6085.3745
2014-04-16,6727.25,6748.65,6665.15,6675.3,18.79,3.22,1.38,6398.382,6090.8075
2014-04-17,6695.45,6783.05,6684.4,6779.4,19.04,3.27,1.36,6413.934,6096.293
2014-04-21,6789.25,6825.45,6786.9,6817.6,19.14,3.29,1.35,6430.267999999999,6101.17
2014-04-22,6822.9,6838.0,6806.25,6815.3,19.13,3.29,1.35,6446.126000000001,6105.7525
2014-04-23,6823.25,6861.6,6820.75,6840.8,19.2,3.3,1.34,6462.215999999999,6110.669
2014-04-25,6855.8,6869.85,6772.85,6782.7,19.04,3.27,1.36,6476.606000000001,6115.728
2014-04-28,6778.55,6786.25,6750.3,6761.2,18.98,3.26,1.36,6490.762,6120.349499999999
2014-04-29,6769.0,6779.7,6708.65,6715.2,18.88,3.24,1.37,6503.812,6124.585999999999
2014-04-30,6724.95,6780.15,6656.8,6696.4,18.79,3.23,1.37,6516.06,6129.0105
2014-05-02,6709.95,6737.65,6689.5,6694.8,18.72,3.2,1.42,6529.934,6133.1894999999995
2014-05-05,6681.65,6741.05,6680.45,6699.3,18.69,3.21,1.42,6542.954000000001,6137.6025
2014-05-06,6719.25,6743.45,6701.9,6715.3,18.74,3.21,1.41,6555.793999999999,6141.5035
2014-05-07,6708.6,6718.75,6642.9,6652.5,18.56,3.18,1.43,6566.302,6144.721
2014-05-08,6669.9,6688.4,6638.55,6659.8,18.52,3.17,1.45,6576.444,6147.866
2014-05-09,6654.15,6871.35,6652.15,6858.8,19.1,3.26,1.41,6591.792,6152.384
2014-05-12,6863.4,7020.05,6862.9,7014.2,19.47,3.33,1.38,6608.968000000001,6157.5885
2014-05-13,7080.0,7172.35,7067.15,7108.7,19.67,3.38,1.36,6627.42,6162.941999999999
2014-05-14,7112.0,7142.25,7080.9,7108.7,19.67,3.38,1.36,6645.594,6168.339499999999
2014-05-15,7111.3,7152.55,7082.55,7123.1,19.71,3.38,1.36,6663.28,6173.795999999999
2014-05-16,7270.2,7563.5,7130.65,7203.0,19.93,3.42,1.34,6681.802000000001,6179.4220000000005
2014-05-19,7276.85,7291.1,7193.55,7263.5,20.15,3.45,1.33,6702.644,6185.787
2014-05-20,7309.95,7353.65,7247.7,7275.5,20.21,3.46,1.33,6722.196000000001,6192.627
2014-05-21,7274.85,7287.15,7206.7,7252.9,20.07,3.44,1.33,6740.682,6199.460499999999
2014-05-22,7289.95,7319.55,7258.15,7276.4,20.14,3.46,1.33,6758.188,6206.6845
2014-05-23,7306.5,7381.0,7293.9,7367.1,20.39,3.5,1.31,6774.998,6214.745
2014-05-26,7428.75,7504.0,7269.05,7359.0,20.32,3.49,1.31,6791.434,6222.83
2014-05-27,7363.1,7372.95,7274.75,7318.0,20.21,3.48,1.32,6807.556,6230.781
2014-05-28,7324.95,7344.75,7302.6,7329.6,20.22,3.48,1.32,6823.81,6239.039500000001
2014-05-29,7316.6,7325.4,7224.4,7235.6,19.79,3.44,1.34,6838.66,6246.790499999999
2014-05-30,7254.85,7272.5,7118.45,7229.9,19.82,3.43,1.34,6853.174,6255.229
2014-06-02,7264.05,7368.6,7239.5,7362.5,20.27,3.5,1.31,6870.092000000001,6264.446
2014-06-03,7375.35,7424.95,7342.15,7415.8,20.46,3.52,1.3,6887.928000000001,6273.697000000001
2014-06-04,7417.55,7433.3,7391.35,7402.2,20.42,3.52,1.31,6906.31,6282.646
2014-06-05,7399.75,7484.7,7360.5,7474.1,20.6,3.55,1.29,6925.928000000001,6291.52
2014-06-06,7521.5,7592.7,7497.65,7583.4,20.75,3.6,1.28,6947.698,6300.7255000000005
2014-06-09,7621.65,7673.7,7580.25,7654.6,20.85,3.62,1.26,6969.12,6311.4595
2014-06-10,7679.05,7683.2,7579.3,7656.4,20.86,3.62,1.26,6990.454000000001,6322.668000000001
2014-06-11,7672.4,7700.05,7589.05,7626.8,20.78,3.56,1.28,7010.962,6333.795
2014-06-12,7641.3,7658.0,7593.8,7649.9,20.84,3.58,1.28,7031.126,6345.531999999999
2014-06-13,7668.2,7678.5,7525.35,7542.1,20.55,3.52,1.28,7048.05,6356.200500000001
2014-06-16,7534.8,7548.6,7487.55,7533.5,20.53,3.52,1.28,7064.6359999999995,6366.509500000001
2014-06-17,7525.05,7637.6,7509.25,7631.7,20.76,3.48,1.28,7082.85,6377.285500000001
2014-06-18,7636.05,7663.0,7515.5,7558.2,20.56,3.45,1.3,7098.963999999999,6388.639499999999
2014-06-19,7580.05,7606.45,7502.55,7540.7,20.52,3.44,1.3,7115.056,6399.918
2014-06-20,7543.3,7560.55,7497.3,7511.4,20.38,3.43,1.3,7131.398,6410.43
2014-06-23,7514.0,7534.8,7441.6,7493.3,20.33,3.42,1.31,7147.3640000000005,6420.5375
2014-06-24,7515.2,7593.35,7515.2,7580.2,20.56,3.46,1.29,7163.044,6430.685
2014-06-25,7588.55,7589.25,7557.05,7569.2,20.53,3.46,1.29,7178.5,6441.8240000000005
2014-06-26,7554.1,7570.2,7481.3,7493.2,20.33,3.42,1.31,7192.838,6452.049499999999
2014-06-27,7514.2,7538.75,7482.3,7508.8,20.37,3.43,1.31,7208.352000000001,6461.629
2014-06-30,7534.05,7623.65,7531.6,7611.3,20.65,3.48,1.29,7227.072000000001,6471.283500000001
2014-07-01,7629.0,7649.5,7618.15,7634.7,20.71,3.49,1.28,7244.178000000001,6479.9735
2014-07-02,7683.05,7732.4,7677.3,7725.1,20.96,3.53,1.27,7262.328,6489.0335
2014-07-03,7734.35,7754.65,7706.8,7714.8,20.93,3.52,1.27,7280.317999999999,6498.354
2014-07-04,7718.1,7758.0,7661.3,7751.6,20.99,3.54,1.26,7298.534000000001,6507.859
2014-07-07,7780.4,7792.0,7755.1,7787.1,21.08,3.56,1.26,7318.621999999999,6517.592
2014-07-08,7804.05,7808.85,7595.9,7623.2,20.64,3.48,1.29,7335.862000000001,6526.457
2014-07-09,7637.95,7650.1,7551.65,7585.0,20.54,3.46,1.29,7353.258000000001,6534.885
2014-07-10,7589.5,7731.05,7479.05,7567.7,20.48,3.46,1.3,7370.684,6542.146
2014-07-11,7584.1,7625.85,7447.2,7459.6,20.12,3.41,1.31,7385.98,6549.3835
2014-07-14,7469.0,7478.45,7422.15,7454.1,20.12,3.41,1.31,7401.076,6557.2055
2014-07-15,7491.3,7534.9,7459.15,7526.6,20.31,3.44,1.3,7417.302000000001,6565.3765
2014-07-16,7564.15,7640.1,7532.45,7624.4,20.57,3.48,1.29,7436.74,6574.129499999999
2014-07-17,7612.7,7655.65,7612.7,7640.4,20.62,3.49,1.28,7456.352,6582.920499999999
2014-07-18,7630.25,7685.0,7595.5,7663.9,20.6,3.5,1.28,7472.454000000001,6592.0740000000005
2014-07-21,7701.65,7722.1,7674.0,7684.2,20.58,3.51,1.28,7485.853999999999,6601.818499999999
2014-07-22,7708.2,7773.85,7704.8,7767.8,20.78,3.54,1.26,7499.036000000001,6611.7575
2014-07-23,7794.9,7809.2,7752.9,7795.7,20.82,3.56,1.26,7512.776,6621.1875
2014-07-24,7796.25,7835.65,7771.65,7830.6,20.92,3.57,1.25,7526.9259999999995,6630.804
2014-07-25,7828.2,7840.95,7748.6,7790.4,20.79,3.55,1.26,7538.673999999999,6640.2255000000005
2014-07-28,7792.9,7799.9,7722.65,7748.7,20.66,3.53,1.27,7548.378,6649.326999999999
2014-07-30,7746.2,7798.7,7707.6,7791.4,20.78,3.54,1.27,7558.696,6658.247
2014-07-31,7784.65,7791.85,7711.15,7721.3,20.56,3.48,1.3,7568.064,6666.748999999999
2014-08-01,7662.5,7716.7,7593.9,7602.6,20.05,3.42,1.32,7574.588,6674.281
2014-08-04,7639.55,7694.8,7622.05,7683.6,20.26,3.46,1.31,7580.918000000001,6682.1355
2014-08-05,7706.65,7752.45,7638.05,7746.5,20.43,3.48,1.3,7588.668000000001,6690.423000000001
2014-08-06,7726.15,7740.95,7658.95,7672.0,20.2,3.4,1.32,7595.7480000000005,6698.554
2014-08-07,7651.15,7708.95,7630.4,7649.2,20.14,3.35,1.32,7602.14,6705.8535
2014-08-08,7588.7,7592.45,7540.1,7568.5,19.93,3.29,1.34,7608.798000000001,6712.6715
2014-08-11,7619.85,7635.55,7598.6,7625.9,20.0,3.32,1.33,7616.717999999999,6719.786999999999
2014-08-12,7688.8,7735.75,7654.8,7727.0,20.26,3.36,1.31,7624.007999999999,6727.530499999999
2014-08-13,7717.3,7757.1,7695.7,7739.5,20.31,3.37,1.31,7630.482,6735.4065
2014-08-14,7756.15,7796.7,7739.1,7791.7,20.45,3.39,1.3,7638.272,6743.6404999999995
2014-08-18,7785.25,7880.5,7779.2,7874.2,20.57,3.43,1.29,7646.274,6752.506000000001
2014-08-19,7901.0,7918.55,7881.15,7897.5,20.63,3.44,1.28,7652.556,6760.889
2014-08-20,7915.8,7922.7,7864.05,7875.3,20.58,3.43,1.29,7656.97,6769.007
2014-08-21,7875.35,7919.65,7855.95,7891.1,20.63,3.43,1.29,7661.663999999999,6776.967
2014-08-22,7904.55,7929.05,7900.05,7913.2,20.69,3.44,1.28,7667.392,6784.996999999999
2014-08-25,7931.75,7968.25,7897.95,7906.3,20.67,3.44,1.28,7672.52,6792.941999999999
2014-08-26,7874.5,7915.45,7862.45,7904.7,20.67,3.44,1.28,7679.772,6801.2
2014-08-27,7933.9,7946.85,7916.55,7936.0,20.75,3.45,1.28,7687.821999999999,6809.804499999999
2014-08-28,7942.25,7967.8,7939.2,7954.3,20.8,3.46,1.27,7694.273999999999,6818.64
2014-09-01,7990.35,8035.0,7984.0,8027.7,20.99,3.49,1.26,7703.664000000001,6828.075
2014-09-02,8038.6,8101.95,8036.55,8083.0,21.14,3.52,1.25,7714.51,6838.096
2014-09-03,8110.85,8141.9,8092.25,8114.6,21.22,3.53,1.25,7726.5740000000005,6848.579000000001
2014-09-04,8114.2,8114.8,8060.9,8095.9,21.17,3.52,1.25,7738.626,6859.110499999999
2014-09-05,8099.9,8122.7,8049.85,8086.8,21.15,3.52,1.25,7748.757999999999,6869.264
2014-09-08,8132.95,8180.2,8126.15,8173.9,21.73,3.56,1.24,7760.852,6879.1885
2014-09-09,8161.9,8174.55,8126.5,8152.9,21.68,3.55,1.24,7774.046000000001,6888.9365
2014-09-10,8135.55,8135.75,8082.1,8094.1,21.52,3.52,1.25,7785.7519999999995,6898.7925
2014-09-11,8115.15,8127.95,8057.3,8085.7,21.5,3.52,1.25,7795.24,6909.226000000001
2014-09-12,8087.05,8114.3,8071.6,8105.5,21.55,3.53,1.25,7804.656,6919.7765
2014-09-15,8070.35,8077.3,8030.0,8042.0,21.38,3.5,1.26,7810.994000000001,6929.41
2014-09-16,8036.6,8044.9,7925.15,7932.9,21.09,3.45,1.28,7815.356,6938.779
2014-09-17,7971.5,7990.65,7936.95,7975.5,21.21,3.47,1.27,7819.833999999999,6948.371
2014-09-18,7950.65,8120.85,7939.7,8114.7,21.58,3.53,1.25,7826.3859999999995,6958.485499999999
2014-09-19,8129.4,8160.9,8105.35,8121.4,21.23,3.55,1.25,7836.35,6968.212
2014-09-22,8084.45,8159.9,8064.8,8146.3,21.3,3.56,1.25,7847.576,6977.8544999999995
2014-09-23,8144.4,8159.75,8008.1,8017.5,20.96,3.5,1.27,7856.571999999999,6986.932999999999
2014-09-24,8015.55,8042.05,7950.05,8002.4,20.92,3.48,1.31,7867.428000000001,6996.1405
2014-09-25,8003.3,8019.3,7877.35,7911.8,20.68,3.43,1.33,7876.582,7004.494000000001
2014-09-26,7885.85,7993.3,7841.8,7968.8,20.83,3.45,1.31,7885.4259999999995,7013.0385
2014-09-29,7978.45,7991.75,7934.7,7958.9,20.81,3.44,1.32,7892.116000000001,7021.0135
2014-09-30,7948.8,8030.9,7923.85,7964.8,20.82,3.43,1.31,7898.604,7029.173500000001
