Date,Open,High,Low,Close,Volume,Turnover,P/E,P/B,Div Yield,MA50,MA200
2009-06-29,4265.8,4313.15,4231.0,4268.1,514227113.0,130061299999.99998,19.48,3.43,1.15,3889.3140000000003,3191.765
2009-06-30,4280.65,4300.45,4141.3,4162.25,543488585.0,138474100000.0,19.13,3.34,1.18,3908.623,3192.1222500000003
2009-07-01,4169.15,4224.75,4116.15,4207.6,460513609.0,112286299999.99998,19.34,3.38,1.16,3928.772,3193.0507500000003
2009-07-02,4230.05,4245.35,4158.2,4213.75,419408081.0,123263900000.0,19.37,3.38,1.16,3949.309,3193.3059999999996
2009-07-03,4194.55,4295.6,4172.65,4287.95,397003104.0,109132900000.00002,19.71,3.44,1.14,3971.9739999999997,3193.99025
2009-07-06,4295.9,4342.25,4006.8,4036.6,585297732.0,159943100000.0,18.56,3.15,1.23,3987.866,3192.6730000000007
2009-07-07,4061.9,4100.4,4025.55,4073.0,489657511.0,130800800000.0,18.72,3.18,1.22,4003.3589999999995,3191.7885000000006
2009-07-08,4045.35,4045.35,3933.3,3952.35,512917419.0,125729800000.0,18.17,3.08,1.26,4016.692,3190.7825
2009-07-09,3956.5,3988.1,3913.35,3956.85,589307451.0,116174900000.0,18.19,3.09,1.26,4032.224,3189.21075
2009-07-10,3957.65,4000.9,3853.9,3878.65,459506031.0,109959400000.0,17.79,3.03,1.28,4044.1209999999996,3187.3320000000003
2009-07-13,3839.45,3855.3,3787.5,3840.75,417589880.0,94886000000.0,17.6,3.0,1.29,4051.947,3185.5745
2009-07-14,3893.85,3999.4,3893.85,3983.75,396540362.0,99036100000.0,18.22,3.11,1.25,4062.349,3185.01825
2009-07-15,3990.85,4121.8,3990.85,4107.85,461424086.0,110040700000.0,18.78,3.18,1.22,4076.05,3185.4040000000005
2009-07-16,4154.2,4174.6,4081.25,4103.0,487989040.0,130549800000.0,18.47,3.17,1.22,4088.498,3186.5395000000003
2009-07-17,4102.3,4251.15,4102.3,4236.95,422537402.0,120862800000.0,19.08,3.28,1.18,4104.766,3188.3379999999997
2009-07-20,4273.85,4369.0,4273.25,4362.55,505071680.0,135699599999.99998,19.61,3.37,1.15,4124.742,3191.1175
2009-07-21,4366.55,4367.75,4300.85,4334.2,515248797.0,135495200000.0,19.47,3.35,1.16,4141.88,3193.63875
2009-07-22,4351.85,4415.65,4247.1,4264.6,579911570.0,156841800000.0,19.06,3.3,1.18,4158.358,3194.84625
2009-07-23,4309.85,4386.05,4309.85,4380.0,478478470.0,136865100000.0,19.43,3.39,1.15,4177.68,3196.7402500000003
2009-07-24,4421.15,4434.45,4365.65,4425.75,517124297.0,142891000000.0,19.74,3.42,1.13,4196.495,3199.327
2009-07-27,4433.9,4458.4,4392.1,4434.75,461751915.0,135335900000.0,19.64,3.43,1.13,4203.4439999999995,3201.7992500000005
2009-07-28,4449.35,4465.05,4401.05,4433.4,565330314.0,157600800000.0,19.44,3.43,1.13,4210.062,3204.4955
2009-07-29,4416.6,4442.5,4290.9,4381.3,565498639.0,157108900000.0,19.21,3.39,1.15,4215.977,3207.52925
2009-07-30,4369.3,4447.65,4345.85,4438.6,537870234.0,167503500000.0,19.27,3.43,1.13,4224.0,3211.51875
2009-07-31,4490.2,4533.6,4457.4,4501.3,462792499.0,140533600000.0,19.58,3.48,1.11,4232.726,3215.4645
2009-08-03,4517.75,4586.55,4487.25,4576.85,426496618.0,114138300000.0,19.98,3.54,1.1,4242.691000000001,3219.64075
2009-08-04,4589.2,4589.2,4509.75,4547.55,484888607.0,137676900000.0,19.88,3.52,1.1,4254.468,3224.3035000000004
2009-08-05,4562.6,4582.55,4502.3,4563.85,384619766.0,119017600000.0,19.95,3.53,1.1,4263.473,3230.0872500000005
2009-08-06,4553.65,4585.9,4434.4,4455.55,436773945.0,140232700000.0,19.48,3.45,1.12,4269.321,3235.3457499999995
2009-08-07,4412.85,4451.45,4338.3,4353.35,404846642.0,123540800000.0,19.02,3.37,1.15,4271.071,3240.5867500000004
2009-08-10,4402.25,4422.95,4275.45,4309.35,417979005.0,123513900000.0,18.83,3.34,1.16,4270.205,3246.752
2009-08-11,4308.6,4380.0,4276.5,4341.95,379791946.0,114938500000.0,18.97,3.36,1.15,4270.187,3252.0925
2009-08-12,4310.9,4338.5,4233.4,4329.85,425407877.0,122478100000.0,18.92,3.35,1.16,4269.676,3257.2145
2009-08-13,4390.75,4484.4,4390.75,4476.15,428737001.0,119769900000.0,19.56,3.46,1.12,4271.146000000001,3263.9177499999996
2009-08-14,4482.15,4483.6,4435.4,4451.6,394791024.0,108268300000.0,19.45,3.35,1.12,4271.843000000001,3270.7870000000003
2009-08-17,4386.25,4386.25,4253.7,4265.05,383535651.0,104540100000.0,18.64,3.21,1.17,4272.055,3277.58875
2009-08-18,4258.05,4367.1,4252.95,4338.4,418137882.0,111358600000.0,18.96,3.26,1.15,4271.169,3284.54275
2009-08-19,4339.15,4358.15,4236.1,4271.95,422527603.0,109021200000.00002,18.67,3.21,1.17,4267.001,3290.62825
2009-08-20,4308.55,4361.8,4308.55,4326.35,291462980.0,76347200000.0,18.89,3.25,1.15,4264.249,3297.75325
2009-08-21,4322.25,4402.75,4277.35,4393.85,300986665.0,93941900000.0,19.18,3.31,1.14,4263.867,3305.7845
2009-08-24,4437.9,4513.95,4437.9,4502.0,327042817.0,92383300000.0,19.66,3.39,1.11,4267.407,3316.012
2009-08-25,4498.35,4527.05,4445.55,4516.25,384624627.0,109154700000.0,19.7,3.4,1.11,4270.32,3326.65025
2009-08-26,4527.8,4553.2,4519.1,4540.25,386252693.0,103779200000.0,19.81,3.42,1.1,4276.958,3336.6505000000006
2009-08-27,4516.7,4565.85,4516.7,4544.35,401922402.0,114961000000.0,19.82,3.42,1.1,4285.652,3346.64325
2009-08-28,4550.0,4595.3,4510.2,4586.85,456542269.0,112977400000.0,20.05,3.46,1.09,4293.964,3355.9847499999996
2009-08-31,4533.8,4565.35,4501.6,4527.9,525107527.0,118617300000.0,19.8,3.41,1.1,4302.49,3364.2935
2009-09-01,4529.6,4597.95,4468.55,4489.4,495848095.0,125939200000.0,19.63,3.38,1.11,4310.082,3371.90375
2009-09-02,4479.1,4511.9,4446.05,4470.9,399943878.0,107887800000.0,19.55,3.37,1.12,4316.244000000001,3380.0737500000005
2009-09-03,4488.65,4509.5,4448.25,4460.3,353341512.0,95919000000.0,19.5,3.36,1.12,4323.032999999999,3388.659
2009-09-04,4475.0,4552.55,4447.2,4540.0,441955382.0,104013300000.0,19.85,3.42,1.1,4328.914000000001,3397.27675
2009-09-07,4572.15,4648.7,4572.15,4642.05,455571268.0,114001299999.99998,20.31,3.5,1.07,4336.393,3405.59575
2009-09-08,4665.0,4693.5,4638.0,4658.05,461861605.0,145605700000.0,20.38,3.51,1.07,4346.309,3414.9514999999997
2009-09-09,4653.75,4677.5,4638.8,4666.65,437299334.0,122377200000.0,20.41,3.52,1.07,4355.49,3424.7684999999997
2009-09-10,4702.1,4737.6,4659.9,4670.6,464042248.0,129779100000.0,20.43,3.52,1.07,4364.627,3434.7977499999997
2009-09-11,4688.95,4703.95,4637.85,4674.95,427071226.0,113636500000.0,20.45,3.53,1.07,4372.367,3444.95625
2009-09-14,4660.05,4675.85,4633.35,4662.75,326301572.0,88490700000.0,20.44,3.52,1.07,4384.89,3455.5842500000003
2009-09-15,4674.9,4756.45,4674.9,4749.9,396772590.0,111159200000.0,20.82,3.59,1.05,4398.428000000001,3466.8985000000002
2009-09-16,4796.85,4819.55,4778.8,4812.8,427340811.0,128546900000.0,21.09,3.64,1.03,4415.637,3478.9247499999997
2009-09-17,4838.05,4856.45,4798.85,4821.75,478726174.0,163318100000.0,21.13,3.64,1.03,4432.935,3490.4145000000003
2009-09-18,4820.85,4842.2,4793.1,4838.15,408919850.0,126537099999.99998,21.2,3.66,1.03,4452.125,3501.93775
2009-09-22,4844.8,4891.75,4844.3,4877.65,359623360.0,104208799999.99998,21.38,3.69,1.02,4472.863,3513.89325
2009-09-23,4873.95,4884.05,4815.15,4827.8,415834757.0,114305200000.0,21.16,3.46,1.03,4489.744000000001,3525.17775
2009-09-24,4785.85,4860.35,4766.0,4845.05,450937653.0,148303800000.0,21.23,3.47,1.02,4504.488,3536.52925
2009-09-25,4799.1,4859.95,4799.1,4825.8,362280832.0,105651900000.0,21.15,3.46,1.03,4518.944,3548.0965
2009-09-29,4843.95,4883.4,4843.95,4869.1,299774527.0,96910000000.0,21.34,3.49,1.02,4531.587,3559.98025
2009-09-30,4873.35,4943.75,4869.25,4941.1,318836358.0,117011500000.0,21.66,3.54,1.0,4543.157999999999,3572.19025
2009-10-01,4952.75,4956.7,4918.9,4943.0,368185049.0,129553100000.0,21.67,3.54,1.0,4555.334,3583.79175
2009-10-05,4890.05,4912.7,4851.15,4861.9,363756379.0,123911400000.0,21.31,3.49,1.02,4567.28,3595.315
2009-10-06,4878.2,4893.0,4782.2,4886.95,505765916.0,151811400000.0,21.45,3.51,1.01,4577.419,3606.66675
2009-10-07,4905.85,4935.6,4846.8,4859.55,415343291.0,140740000000.0,21.33,3.49,1.02,4586.095,3617.2345
2009-10-08,4887.25,4916.45,4848.9,4878.75,423676683.0,148093600000.0,21.44,3.51,1.01,4594.975,3627.89525
2009-10-09,4897.85,4905.25,4819.7,4828.45,330346110.0,119608100000.0,21.2,3.47,1.02,4602.876,3638.28475
2009-10-12,4851.05,4945.05,4844.6,4933.15,309882465.0,107153000000.0,21.66,3.55,1.0,4613.913,3648.9210000000003
2009-10-14,4957.45,5008.65,4957.45,5001.95,392277169.0,133807300000.0,21.87,3.6,0.99,4625.18,3659.6097499999996
2009-10-15,5005.5,5036.1,4971.05,5002.55,429832636.0,129684900000.0,21.88,3.6,0.99,4635.205,3670.7222500000003
2009-10-16,5001.8,5044.25,4994.45,5038.3,354859609.0,126323700000.00002,22.02,3.62,0.98,4644.434,3681.5072500000006
2009-10-17,5053.05,5064.3,5022.0,5038.95,67560114.0,21936800000.0,22.03,3.62,0.98,4654.262,3692.19375
2009-10-20,5056.7,5078.1,5003.6,5015.3,350368300.0,111096800000.0,21.91,3.61,0.98,4663.291,3702.9292500000006
2009-10-21,5007.35,5019.05,4947.7,4959.7,334844755.0,112501800000.0,21.68,3.57,1.0,4673.374,3713.74825
2009-10-22,4943.95,4958.05,4865.55,4885.3,321302011.0,115610300000.0,21.34,3.56,1.03,4684.013000000001,3724.4067500000006
2009-10-23,4914.25,4951.3,4885.2,4898.55,315236118.0,117564000000.0,21.12,3.57,1.03,4695.7970000000005,3735.408
2009-10-26,4911.2,4930.25,4860.6,4869.15,300184281.0,101053300000.0,20.85,3.55,1.03,4706.340999999999,3745.9435000000003
2009-10-27,4838.1,4850.35,4725.9,4741.75,464118181.0,146898300000.0,20.32,3.46,1.06,4714.579,3755.563
2009-10-28,4720.25,4764.85,4677.05,4725.3,422546534.0,131342400000.0,20.25,3.44,1.06,4719.562,3765.1842500000002
2009-10-29,4684.35,4714.4,4637.2,4647.55,501198772.0,153369300000.0,19.91,3.39,1.08,4723.481,3774.065
2009-10-30,4698.75,4752.65,4596.95,4617.15,462638212.0,145008200000.0,19.13,3.37,1.09,4730.523,3782.69725
2009-11-03,4604.05,4635.2,4454.2,4473.85,477087802.0,129251200000.00002,18.55,3.26,1.12,4733.232,3790.24075
2009-11-04,4523.7,4626.65,4491.9,4618.4,464461907.0,117427900000.00002,19.15,3.37,1.09,4740.161,3798.5352500000004
2009-11-05,4616.3,4689.35,4536.8,4679.7,519218039.0,121393900000.0,19.41,3.41,1.07,4747.228,3808.0922499999997
2009-11-06,4713.9,4755.1,4694.8,4717.8,445830226.0,116792099999.99998,19.75,3.44,1.06,4753.707,3818.09
2009-11-09,4735.9,4828.6,4717.9,4822.3,366454830.0,108612700000.0,20.19,3.52,1.04,4760.113,3829.05225
2009-11-10,4844.1,4867.7,4786.3,4806.45,418556515.0,135894800000.0,20.13,3.51,1.04,4765.917,3840.08425
2009-11-11,4811.15,4934.95,4797.3,4924.1,357809478.0,114489300000.0,20.87,3.63,1.0,4773.594,3851.2735
2009-11-12,4926.3,4935.15,4841.25,4867.15,394152602.0,117874100000.0,20.63,3.39,1.0,4780.05,3862.63875
2009-11-13,4860.2,4929.55,4860.2,4911.55,316348047.0,96930400000.00002,20.82,3.42,1.0,4786.544,3873.82825
2009-11-16,4932.85,4982.6,4932.85,4969.4,304275172.0,91273100000.0,21.06,3.46,0.98,4795.374,3885.2275
2009-11-17,4984.35,4984.35,4924.35,4974.6,300300831.0,101880500000.0,21.09,3.46,0.98,4805.078,3896.8725000000004
2009-11-18,4972.4,4994.6,4956.45,4968.25,304617203.0,108302300000.0,21.06,3.46,0.98,4815.025,3908.89825
2009-11-19,4964.75,4968.85,4877.5,4901.9,387820117.0,110660200000.0,20.78,3.41,1.0,4823.857,3920.58
2009-11-20,4868.15,4966.9,4844.35,4959.15,395350777.0,114933700000.00002,21.02,3.45,0.99,4832.24,3932.755
2009-11-23,4971.85,5012.05,4971.4,5003.4,269055193.0,93604200000.0,21.21,3.48,0.98,4839.467000000001,3944.7455
2009-11-24,5008.0,5013.05,4959.6,4996.25,288798582.0,101054100000.0,21.18,3.48,0.98,4846.231,3956.3395
2009-11-25,4991.8,5041.35,4990.85,5010.7,271113887.0,97633799999.99998,21.24,3.49,0.98,4853.112,3968.113
2009-11-26,5007.25,5013.5,4901.9,4917.25,379024318.0,123457700000.0,20.85,3.42,0.99,4858.045,3979.17525
2009-11-27,4868.25,4868.25,4721.0,4854.8,444952987.0,124360000000.0,20.58,3.38,1.01,4861.642,3990.41875
2009-11-30,4920.65,4976.6,4915.15,4943.6,423540047.0,111494500000.0,20.95,3.44,0.99,4867.259,4002.055
2009-12-01,4964.1,5041.0,4964.1,5033.9,397661709.0,106528799999.99998,21.33,3.5,0.97,4872.938999999999,4014.0605
2009-12-02,5060.75,5071.95,5027.75,5039.15,415115983.0,120374000000.0,21.36,3.51,0.97,4877.465999999999,4026.1955000000003
2009-12-03,5061.35,5097.8,5027.05,5051.95,339659032.0,102565400000.00002,21.41,3.52,0.97,4882.07,4038.0992499999998
2009-12-04,5030.0,5080.3,5007.05,5033.15,332305687.0,95399599999.99998,21.33,3.5,0.97,4885.97,4049.545
2009-12-07,5040.25,5052.6,4975.55,4988.4,298647037.0,86675900000.0,21.14,3.47,0.98,4888.185,4060.6977500000003
2009-12-08,4982.4,5073.6,4982.4,5069.95,367058565.0,101701900000.0,21.52,3.53,0.96,4893.028,4072.29875
2009-12-09,5040.6,5068.9,5014.85,5032.15,349640117.0,98843200000.0,21.36,3.51,0.97,4896.77,4083.86025
2009-12-10,5032.9,5063.85,5009.2,5054.2,302514883.0,89466299999.99998,21.45,3.52,0.97,4901.338,4095.2739999999994
2009-12-11,5079.5,5098.7,5009.4,5036.2,292661911.0,91100700000.0,21.38,3.51,0.97,4904.68,4107.065250000001
2009-12-14,5026.55,5068.4,5009.1,5024.65,242488827.0,81762400000.0,21.33,3.5,0.97,4906.351,4119.165749999999
2009-12-15,5038.1,5045.65,4938.25,4951.5,283893760.0,89366299999.99998,21.02,3.45,0.99,4906.521,4130.88475
2009-12-16,4943.55,4984.45,4920.5,4961.45,310519051.0,91736100000.0,21.06,3.46,0.98,4908.512,4142.59075
2009-12-17,4968.7,4985.85,4937.65,4967.05,317526718.0,90055700000.0,21.08,3.46,0.98,4910.114,4154.5715
2009-12-18,4953.4,4970.85,4909.4,4916.8,283038073.0,88539900000.0,20.87,3.4,0.99,4911.259,4166.33825
2009-12-21,4926.1,4926.95,4877.65,4884.55,231611496.0,74452600000.0,20.73,3.38,1.0,4911.375,4177.8095
2009-12-22,4897.1,4929.95,4897.1,4919.75,233251464.0,66703800000.0,20.88,3.4,0.99,4913.201,4189.36125
2009-12-23,4930.8,5067.25,4930.8,5063.45,323382599.0,93862600000.0,21.49,3.5,0.96,4915.807,4201.71325
2009-12-24,5079.4,5112.2,5051.45,5097.35,302780300.0,83247000000.0,21.64,3.52,0.95,4917.715,4214.653499999999
2009-12-29,5110.55,5125.85,5097.5,5103.0,220919176.0,69092700000.0,21.67,3.53,0.95,4919.724,4227.861
2009-12-30,5106.1,5111.8,5079.65,5089.7,210876746.0,65477600000.0,21.61,3.52,0.96,4920.7519999999995,4240.909750000001
2009-12-31,5107.1,5139.25,5107.1,5118.05,277493524.0,91656700000.0,21.73,3.54,0.95,4922.334,4254.425249999999
2010-01-04,5098.5,5158.05,5098.5,5153.55,243435693.0,81481400000.0,21.88,3.56,0.94,4925.098999999999,4267.9365
2010-01-05,5188.55,5211.35,5182.1,5203.8,375683162.0,105615600000.0,22.14,3.61,0.93,4929.981,4281.9304999999995
2010-01-06,5221.65,5228.25,5191.1,5214.0,329435534.0,104967000000.0,22.18,3.61,0.93,4936.554999999999,4295.77475
2010-01-07,5213.45,5229.5,5175.95,5191.7,285387018.0,89275500000.0,22.09,3.6,0.94,4942.418,4309.024
2010-01-08,5193.45,5206.5,5165.85,5175.75,315212250.0,98582099999.99998,22.03,3.59,0.94,4948.55,4321.9075
2010-01-11,5182.65,5217.0,5175.05,5186.0,326548609.0,129610700000.0,22.07,3.59,0.94,4957.435,4334.93125
2010-01-12,5198.45,5210.6,5135.85,5145.1,309108806.0,107915200000.0,21.9,3.57,0.94,4965.831,4347.56725
2010-01-13,5111.75,5172.95,5106.25,5169.1,286830407.0,105205300000.0,22.0,3.58,0.94,4976.262,4360.26125
2010-01-14,5188.4,5210.9,5184.05,5198.1,267651169.0,98911299999.99998,22.12,3.6,0.93,4987.880999999999,4373.1134999999995
2010-01-15,5215.95,5215.95,5181.7,5189.6,252657949.0,90149700000.0,22.09,3.59,0.94,5002.196,4385.3145
2010-01-18,5179.6,5228.4,5171.25,5212.35,230346103.0,83146800000.0,22.18,3.61,0.93,5014.075,4397.65075
2010-01-19,5217.25,5223.75,5156.8,5163.65,212148695.0,78814200000.0,21.98,3.58,0.94,5023.754,4409.51375
2010-01-20,5183.95,5196.1,5138.4,5159.8,241853940.0,90150200000.0,21.67,3.57,0.94,5032.594,4420.9195
2010-01-21,5141.15,5148.8,5025.1,5033.3,260649365.0,96689599999.99998,21.13,3.49,0.97,5036.813999999999,4431.53775
2010-01-22,5011.65,5015.9,4892.8,4978.6,362437039.0,125028200000.0,20.9,3.45,0.98,5040.2570000000005,4442.4755
2010-01-25,4963.9,4968.65,4923.3,4941.15,219177600.0,72414800000.0,20.29,3.42,0.98,5040.598,4453.0135
2010-01-27,4897.7,4907.6,4766.85,4784.4,370528937.0,121778900000.0,19.65,3.31,1.02,5038.943,4462.585
2010-01-28,4825.25,4862.85,4763.35,4804.15,412890445.0,134629800000.0,19.73,3.33,1.01,5036.794999999999,4471.55925
2010-01-29,4762.8,4833.4,4702.35,4822.65,402078595.0,127234300000.0,19.66,3.34,1.01,5033.86,4480.37975
2010-02-01,4793.45,4867.9,4774.3,4850.05,307354949.0,89650200000.0,19.77,3.36,1.0,5031.369,4488.9515
2010-02-02,4883.45,4899.1,4770.4,4783.85,330504252.0,99083000000.0,19.5,3.31,1.02,5027.681,4497.15475
2010-02-03,4798.5,4899.15,4798.5,4884.6,257951395.0,83633000000.0,19.91,3.38,1.0,5027.335,4505.638
2010-02-04,4871.75,4873.65,4787.05,4797.85,255194372.0,78049400000.0,19.56,3.32,1.01,5024.109,4513.181500000001
2010-02-05,4723.05,4723.05,4646.8,4674.85,350218754.0,96963500000.0,18.95,3.24,1.04,5017.538,4520.678000000001
2010-02-06,4688.0,4728.5,4688.0,4717.2,39478626.0,8798600000.0,19.13,3.27,1.03,5011.957,4528.28
2010-02-08,4723.05,4757.45,4640.3,4720.65,297366512.0,86093200000.0,19.14,3.27,1.03,5006.156,4535.8825
2010-02-09,4717.9,4765.75,4700.05,4750.4,241038896.0,73166700000.0,19.26,3.29,1.03,5002.8189999999995,4543.7
2010-02-10,4766.7,4782.85,4710.35,4719.3,258270812.0,79374300000.0,19.13,3.27,1.03,5000.109,4551.523
2010-02-11,4738.65,4798.55,4738.65,4782.65,196200107.0,61947400000.0,19.39,3.31,1.02,4996.89,4559.22625
2010-02-15,4801.5,4801.5,4744.45,4759.25,198659591.0,61011300000.0,19.3,3.3,1.02,4991.397,4566.53075
2010-02-16,4772.2,4830.8,4747.35,4809.9,200513376.0,64898300000.0,19.5,3.33,1.01,4986.812,4574.15175
2010-02-17,4843.75,4882.85,4840.5,4866.45,237645036.0,79881000000.0,19.73,3.37,1.0,4983.102,4582.58275
2010-02-18,4869.65,4869.65,4825.9,4838.45,255421136.0,73744200000.0,19.62,3.35,1.01,4979.208,4590.356000000001
2010-02-19,4799.15,4824.75,4757.15,4794.0,263032988.0,74138600000.0,19.44,3.32,1.02,4975.32,4597.07875
2010-02-22,4842.5,4857.3,4789.0,4798.45,199873538.0,57663400000.0,19.46,3.32,1.02,4969.89,4603.752750000001
2010-02-23,4788.8,4825.1,4777.75,4808.2,186373995.0,61993800000.0,19.49,3.33,1.01,4965.411,4610.679749999999
2010-02-24,4779.35,4817.7,4778.35,4799.35,194214160.0,62064399999.99999,19.46,3.32,1.02,4960.313999999999,4617.2735
2010-02-25,4810.65,4818.85,4779.25,4798.85,271376764.0,85784100000.0,19.46,3.32,1.02,4955.567,4624.15
2010-02-26,4806.45,4928.2,4803.0,4864.8,484885005.0,136221700000.0,19.6,3.37,1.0,4952.37,4631.65525
2010-03-02,4908.4,4969.7,4908.4,4959.25,326523247.0,104508600000.0,19.98,3.44,0.98,4952.525,4639.065
2010-03-03,4974.7,5037.9,4974.7,5033.4,275093035.0,93995800000.0,20.28,3.49,0.97,4953.964,4647.028499999999
2010-03-04,5038.3,5040.8,5005.0,5035.0,305829017.0,90929700000.0,20.29,3.49,0.97,4955.323,4655.134
2010-03-05,5044.9,5073.05,5027.55,5046.6,310075105.0,86061200000.00002,20.34,3.5,0.97,4957.919,4662.941999999999
2010-03-08,5071.75,5102.55,5065.0,5078.8,256667278.0,89492200000.0,20.48,3.52,0.96,4961.804,4667.8995
2010-03-09,5081.55,5083.1,5045.25,5052.1,219614807.0,78980600000.0,20.37,3.5,0.96,4964.451,4672.6475
2010-03-10,5049.95,5084.2,5039.85,5060.7,229128418.0,80709700000.0,20.41,3.51,0.96,4964.396,4677.52325
2010-03-11,5056.6,5086.1,5045.75,5071.3,218964066.0,71505800000.0,20.45,3.52,0.96,4963.875,4682.6925
2010-03-12,5085.8,5094.7,5060.0,5074.6,207942254.0,73841700000.0,20.47,3.52,0.96,4963.307,4687.740500000001
2010-03-15,5076.65,5076.65,5037.6,5063.0,189529719.0,66754600000.0,20.42,3.51,0.96,4962.773,4692.6625
2010-03-16,5072.5,5133.55,5059.75,5125.2,184521795.0,66644900000.0,20.67,3.55,0.95,4962.916,4698.495
2010-03-17,5147.3,5185.75,5146.85,5155.9,240878051.0,80183300000.0,20.79,3.57,0.95,4962.963,4703.7065
2010-03-18,5163.4,5177.8,5140.35,5168.95,229743109.0,72018200000.0,20.85,3.58,0.94,4962.2660000000005,4708.7355
2010-03-19,5181.15,5191.6,5163.0,5186.55,195649134.0,72377600000.0,20.92,3.6,0.94,4961.717000000001,4713.339
2010-03-22,5161.1,5175.9,5118.95,5131.4,198683197.0,70183700000.0,20.69,3.56,0.95,4960.5109999999995,4717.232749999999
2010-03-23,5144.7,5168.65,5122.4,5151.0,213346325.0,74278600000.0,20.78,3.57,0.95,4960.016,4721.273499999999
2010-03-25,5145.1,5187.25,5129.9,5181.9,310681757.0,115311800000.0,20.9,3.59,0.94,4959.934,4725.406
2010-03-26,5185.1,5217.55,5185.1,5209.0,227232147.0,81115800000.0,21.01,3.61,0.94,4961.212,4729.43775
2010-03-29,5216.3,5251.65,5211.05,5229.55,202746304.0,78000300000.0,21.09,3.63,0.93,4962.420999999999,4733.501749999999
2010-03-30,5240.15,5251.25,5189.15,5197.85,203633234.0,75219300000.0,20.97,3.6,0.94,4962.416,4738.21875
2010-03-31,5214.7,5228.25,5175.35,5188.05,215049611.0,84480400000.00002,20.93,3.6,0.94,4962.385,4742.245500000001
2010-04-01,5198.8,5234.15,5198.8,5226.7,193361925.0,75607000000.0,21.09,3.63,0.93,4962.6720000000005,4745.97725
2010-04-05,5250.8,5308.7,5250.8,5304.45,194281300.0,72503700000.0,21.4,3.68,0.92,4965.488,4750.179749999999
2010-04-06,5320.45,5320.45,5289.9,5304.1,234569452.0,77211300000.0,21.4,3.68,0.92,4968.374,4754.6355
2010-04-07,5320.95,5340.15,5286.6,5314.25,245949558.0,83326299999.99998,21.44,3.69,0.92,4973.9929999999995,4759.58175
2010-04-08,5308.8,5313.25,5240.1,5252.5,242391040.0,75321100000.0,21.37,3.66,0.92,4979.471,4763.99125
2010-04-09,5259.9,5316.5,5259.9,5300.9,229044045.0,78179000000.0,21.56,3.7,0.91,4986.666,4769.454
2010-04-12,5314.35,5316.55,5263.45,5276.7,197405658.0,70194900000.0,21.46,3.68,0.92,4996.512,4775.28925
2010-04-13,5286.35,5286.35,5246.2,5262.85,184206285.0,94202600000.0,21.41,3.67,0.92,5005.686000000001,4780.747249999999
2010-04-15,5267.0,5309.05,5211.1,5218.25,263516741.0,94551299999.99998,21.23,3.64,0.93,5013.598,4786.3305
2010-04-16,5213.3,5222.3,5182.3,5206.15,214214837.0,72285100000.0,21.18,3.63,0.93,5020.72,4791.81225
2010-04-19,5172.9,5172.9,5107.0,5148.05,224315156.0,76447400000.0,20.98,3.59,0.94,5028.004,4796.7384999999995
2010-04-20,5172.55,5204.5,5159.75,5179.3,268665467.0,90443400000.0,21.12,3.62,0.94,5033.898,4802.03075
2010-04-21,5202.8,5219.65,5186.25,5198.2,262420626.0,81908100000.0,21.2,3.63,0.93,5041.905,4806.7919999999995
2010-04-22,5195.8,5275.9,5176.65,5220.45,250829044.0,106212000000.0,21.29,3.64,0.93,5052.817,4811.55375
2010-04-23,5232.8,5258.1,5224.2,5250.2,215728890.0,85576700000.0,21.41,3.66,0.92,5063.477,4816.9935
2010-04-26,5272.55,5286.05,5261.2,5267.55,188791685.0,73924100000.0,21.48,3.68,0.92,5074.415,4822.29325
2010-04-27,5263.0,5278.1,5247.95,5252.85,212953240.0,74255400000.0,20.92,3.67,0.92,5084.464,4827.48875
2010-04-28,5207.4,5218.9,5152.9,5166.2,306511715.0,94569000000.0,20.58,3.61,0.94,5093.401999999999,4831.88
2010-04-29,5174.5,5211.0,5174.5,5203.45,295810167.0,98989900000.0,20.73,3.63,0.93,5101.818,4837.71425
2010-04-30,5218.6,5246.8,5218.6,5235.8,317133473.0,92945600000.0,20.81,3.66,0.93,5111.348999999999,4843.528249999999
2010-05-03,5205.15,5212.8,5175.15,5188.45,225951905.0,68119900000.0,20.62,3.62,0.93,5118.92,4849.70875
2010-05-04,5210.0,5214.85,5099.2,5111.05,294308642.0,84250100000.0,20.32,3.57,0.95,5123.812,4855.4797499999995
2010-05-05,5044.45,5113.55,5018.95,5100.6,344346300.0,101688400000.0,20.28,3.56,0.95,5129.055,4861.5895
2010-05-06,5100.15,5100.15,5014.2,5067.65,310144021.0,91412400000.0,20.15,3.54,0.96,5134.528,4867.723999999999
2010-05-07,4999.25,5015.4,4951.8,4985.75,578225115.0,122536700000.0,19.83,3.48,0.97,5138.273999999999,4872.7339999999995
2010-05-10,5044.3,5160.6,5044.3,5151.4,360798681.0,96798400000.0,20.54,3.6,0.95,5145.138000000001,4877.95175
2010-05-11,5162.0,5162.0,5086.2,5094.5,307571541.0,85271299999.99998,20.31,3.56,0.96,5151.041,4882.90925
2010-05-12,5107.2,5130.45,5058.0,5120.55,307973512.0,86798400000.0,20.41,3.58,0.95,5157.475,4887.32725
2010-05-13,5148.15,5180.5,5137.2,5150.15,291381081.0,83834800000.0,20.53,3.6,0.95,5163.182,4891.26525
